user_id,variant_group,timestamp
USR_002133,Variant,2026-05-02 22:03:40.349023
USR_002134,Variant,2026-05-01 19:04:37.788117
USR_002135,Variant,2026-05-01 19:09:37.620052
USR_002136,Variant,2026-05-03 10:24:31.869240
USR_002137,Control,2026-05-06 08:09:34.993032
USR_002138,Variant,2026-05-05 06:08:20.962163
USR_002139,Control,2026-05-01 17:14:03.142088
USR_002140,Variant,2026-05-06 23:10:32.650305
USR_002141,Variant,2026-05-05 05:01:47.140804
USR_002142,Variant,2026-05-07 17:25:25.452839
USR_002143,Variant,2026-05-05 16:35:28.170690
USR_002144,Control,2026-05-02 05:25:45.757568
USR_002145,Control,2026-05-04 07:35:44.177524
USR_002146,Variant,2026-05-05 12:56:51.346997
USR_002147,Control,2026-05-01 04:44:54.491195
USR_002148,Control,2026-05-01 02:30:17.727761
USR_002149,Control,2026-05-01 21:44:22.934762
USR_002150,Variant,2026-05-02 18:16:46.650316
USR_002151,Control,2026-05-04 00:09:51.309905
USR_002152,Control,2026-05-04 09:53:23.998530
USR_002153,Variant,2026-05-01 23:11:19.097886
USR_002154,Variant,2026-05-05 17:07:47.227049
USR_002155,Control,2026-05-05 04:09:04.299714
USR_002156,Control,2026-05-03 01:28:11.886979
USR_002157,Control,2026-05-01 02:17:41.497502
USR_002158,Control,2026-05-01 13:02:41.459206
USR_002159,Control,2026-05-03 17:48:17.000229
USR_002160,Variant,2026-05-02 01:52:03.687585
USR_002161,Variant,2026-05-03 15:18:20.497798
USR_002162,Variant,2026-05-05 09:32:04.839208
USR_002163,Control,2026-05-04 19:56:09.196381
USR_002164,Variant,2026-05-02 14:50:15.174121
USR_002165,Control,2026-05-03 09:45:43.842713
USR_002166,Variant,2026-05-05 07:09:26.068822
USR_002167,Variant,2026-05-07 00:37:25.120961
USR_002168,Control,2026-05-06 06:32:23.487749
USR_002169,Variant,2026-05-04 20:58:16.336229
USR_002170,Control,2026-05-03 12:51:54.805382
USR_002171,Variant,2026-05-03 13:19:43.012657
USR_002172,Control,2026-05-07 03:44:31.589248
USR_002173,Control,2026-05-01 06:35:34.514789
USR_002174,Variant,2026-05-07 21:58:51.903345
USR_002175,Control,2026-05-05 15:36:54.248483
USR_002176,Variant,2026-05-05 18:25:52.080399
USR_002177,Control,2026-05-01 06:23:01.092002
USR_002178,Variant,2026-05-05 05:43:44.105454
USR_002179,Variant,2026-05-04 09:26:33.770743
USR_002180,Variant,2026-05-01 17:46:15.082890
USR_002181,Control,2026-05-02 22:41:27.232113
USR_002182,Control,2026-05-07 05:34:22.183118
USR_002183,Control,2026-05-04 20:23:52.993916
USR_002184,Control,2026-05-03 21:27:14.344665
USR_002185,Variant,2026-05-01 12:12:38.167853
USR_002186,Variant,2026-05-05 23:58:20.699773
USR_002187,Variant,2026-05-05 22:04:44.177990
USR_002188,Variant,2026-05-05 07:09:33.573497
USR_002189,Variant,2026-05-04 13:43:26.848434
USR_002190,Variant,2026-05-04 00:52:32.806455
USR_002191,Control,2026-05-05 03:40:10.357039
USR_002192,Variant,2026-05-02 15:12:37.569205
USR_002193,Variant,2026-05-07 14:07:53.482015
USR_002194,Variant,2026-05-05 02:55:02.931248
USR_002195,Control,2026-05-03 04:16:49.190346
USR_002196,Control,2026-05-04 03:32:46.373815
USR_002197,Control,2026-05-06 15:21:18.160313
USR_002198,Variant,2026-05-02 03:09:05.393530
USR_002199,Variant,2026-05-03 01:11:46.984464
USR_002200,Control,2026-05-05 18:09:26.452151
USR_002201,Variant,2026-05-03 05:00:07.872080
USR_002202,Control,2026-05-06 13:08:25.017190
USR_002203,Control,2026-05-01 21:54:58.269045
USR_002204,Control,2026-05-06 08:07:52.595891
USR_002205,Variant,2026-05-01 11:28:59.117142
USR_002206,Variant,2026-05-01 02:06:56.012141
USR_002207,Control,2026-05-07 06:54:05.584190
USR_002208,Variant,2026-05-05 01:39:53.958401
USR_002209,Control,2026-05-03 11:06:24.907358
USR_002210,Variant,2026-05-02 15:04:33.236436
USR_002211,Variant,2026-05-05 07:38:12.521716
USR_002212,Variant,2026-05-04 13:30:44.520603
USR_002213,Control,2026-05-07 22:35:18.334641
USR_002214,Variant,2026-05-07 21:10:49.028728
USR_002215,Variant,2026-05-05 10:41:02.857602
USR_002216,Control,2026-05-04 02:24:08.082093
USR_002217,Variant,2026-05-04 10:30:42.058133
USR_002218,Control,2026-05-05 18:39:23.339260
USR_002219,Variant,2026-05-01 17:03:52.284354
USR_002220,Control,2026-05-03 07:09:47.334241
USR_002221,Variant,2026-05-01 12:38:44.651359
USR_002222,Variant,2026-05-01 12:19:28.587356
USR_002223,Control,2026-05-02 08:54:03.573498
USR_002224,Control,2026-05-04 09:31:21.168378
USR_002225,Control,2026-05-06 11:50:31.509439
USR_002226,Control,2026-05-04 09:33:47.914977
USR_002227,Control,2026-05-03 08:21:36.254067
USR_002228,Variant,2026-05-01 13:50:07.088556
USR_002229,Control,2026-05-04 20:26:58.732421
USR_002230,Control,2026-05-02 21:34:23.241105
USR_002231,Variant,2026-05-05 07:18:32.190804
USR_002232,Control,2026-05-07 20:10:03.144627
USR_002233,Variant,2026-05-01 18:42:02.901630
USR_002234,Variant,2026-05-02 11:38:13.441147
USR_002235,Variant,2026-05-04 07:28:47.576643
USR_002236,Variant,2026-05-07 18:43:37.635521
USR_002237,Variant,2026-05-06 09:39:50.552688
USR_002238,Control,2026-05-07 06:54:09.016025
USR_002239,Control,2026-05-03 08:03:50.740358
USR_002240,Control,2026-05-07 22:39:44.868941
USR_002241,Variant,2026-05-01 17:16:33.287156
USR_002242,Control,2026-05-01 08:53:58.013577
USR_002243,Variant,2026-05-06 23:44:28.468842
USR_002244,Variant,2026-05-07 11:46:49.793501
USR_002245,Variant,2026-05-01 15:13:06.024244
USR_002246,Variant,2026-05-01 19:03:20.907696
USR_002247,Control,2026-05-01 05:34:23.730611
USR_002248,Variant,2026-05-01 17:33:26.173886
USR_002249,Variant,2026-05-02 11:10:57.105201
USR_002250,Control,2026-05-07 18:58:22.339117
USR_002251,Control,2026-05-05 16:12:01.862411
USR_002252,Variant,2026-05-06 10:47:48.869834
USR_002253,Variant,2026-05-06 10:23:29.111353
USR_002254,Variant,2026-05-04 17:53:32.603866
USR_002255,Variant,2026-05-06 13:58:41.333721
USR_002256,Variant,2026-05-05 04:05:44.395589
USR_002257,Variant,2026-05-03 04:50:37.479831
USR_002258,Control,2026-05-04 22:15:59.393783
USR_002259,Control,2026-05-04 17:37:45.992894
USR_002260,Control,2026-05-06 18:20:24.406914
USR_002261,Variant,2026-05-07 20:55:48.621072
USR_002262,Variant,2026-05-03 21:03:18.543567
USR_002263,Variant,2026-05-06 08:14:58.682321
USR_002264,Control,2026-05-01 16:45:36.664842
USR_002265,Variant,2026-05-06 10:30:27.612242
USR_002266,Variant,2026-05-03 14:23:52.948374
USR_002267,Variant,2026-05-01 06:37:03.170516
USR_002268,Variant,2026-05-03 13:01:31.288794
USR_002269,Control,2026-05-05 06:35:16.735757
USR_002270,Variant,2026-05-01 20:02:02.501414
USR_002271,Control,2026-05-07 11:14:16.061022
USR_002272,Control,2026-05-01 13:02:56.275547
USR_002273,Control,2026-05-07 12:14:28.064155
USR_002274,Variant,2026-05-05 22:47:56.770848
USR_002275,Variant,2026-05-03 07:23:29.923691
USR_002276,Variant,2026-05-03 17:38:45.810294
USR_002277,Variant,2026-05-06 04:27:21.503790
USR_002278,Variant,2026-05-05 05:02:49.721813
USR_002279,Variant,2026-05-05 16:50:09.638896
USR_002280,Control,2026-05-03 17:22:46.760067
USR_002281,Control,2026-05-04 09:57:09.593797
USR_002282,Control,2026-05-07 22:17:51.854346
USR_002283,Control,2026-05-02 11:56:20.552078
USR_002284,Control,2026-05-03 22:11:59.421609
USR_002285,Control,2026-05-03 01:01:34.663845
USR_002286,Control,2026-05-06 08:32:19.441514
USR_002287,Variant,2026-05-06 08:21:14.836003
USR_002288,Control,2026-05-03 01:07:51.014811
USR_002289,Control,2026-05-01 13:40:24.863500
USR_002290,Control,2026-05-01 01:55:14.482851
USR_002291,Variant,2026-05-03 23:48:42.082505
USR_002292,Control,2026-05-03 20:56:12.177054
USR_002293,Control,2026-05-07 22:02:58.198601
USR_002294,Variant,2026-05-04 06:55:36.295382
USR_002295,Control,2026-05-02 19:04:41.829919
USR_002296,Control,2026-05-07 05:43:35.565936
USR_002297,Control,2026-05-04 10:29:57.895950
USR_002298,Control,2026-05-05 04:39:41.424175
USR_002299,Control,2026-05-01 16:04:20.436067
USR_002300,Control,2026-05-03 16:19:47.843153
USR_002301,Variant,2026-05-07 14:37:46.478322
USR_002302,Variant,2026-05-05 03:02:12.856349
USR_002303,Variant,2026-05-03 09:52:34.721990
USR_002304,Control,2026-05-05 09:06:43.510846
USR_002305,Variant,2026-05-07 08:56:56.626977
USR_002306,Control,2026-05-02 22:01:49.515166
USR_002307,Control,2026-05-04 12:51:34.591331
USR_002308,Variant,2026-05-07 17:03:36.107486
USR_002309,Control,2026-05-02 04:57:45.187467
USR_002310,Control,2026-05-06 00:54:12.742201
USR_002311,Variant,2026-05-05 07:13:58.113761
USR_002312,Variant,2026-05-05 18:11:07.519314
USR_002313,Control,2026-05-03 11:00:17.632628
USR_002314,Variant,2026-05-03 04:43:54.245083
USR_002315,Variant,2026-05-05 18:56:50.008772
USR_002316,Control,2026-05-02 12:12:40.578831
USR_002317,Control,2026-05-03 22:30:07.189691
USR_002318,Control,2026-05-02 07:36:48.025933
USR_002319,Control,2026-05-01 01:23:42.767911
USR_002320,Control,2026-05-07 18:58:10.691351
USR_002321,Variant,2026-05-04 00:31:33.961491
USR_002322,Variant,2026-05-07 18:51:02.646801
USR_002323,Variant,2026-05-01 23:34:27.664756
USR_002324,Control,2026-05-05 02:40:39.428216
USR_002325,Variant,2026-05-02 09:45:49.095032
USR_002326,Variant,2026-05-06 12:43:56.831987
USR_002327,Variant,2026-05-06 11:39:43.567603
USR_002328,Control,2026-05-01 18:55:04.803739
USR_002329,Variant,2026-05-07 09:13:36.581100
USR_002330,Control,2026-05-02 08:41:52.010629
USR_002331,Control,2026-05-05 06:58:48.696193
USR_002332,Control,2026-05-07 21:35:11.213429
USR_002333,Variant,2026-05-07 04:14:33.424227
USR_002334,Variant,2026-05-07 16:42:09.863994
USR_002335,Control,2026-05-03 09:33:23.736833
USR_002336,Control,2026-05-01 17:44:12.148414
USR_002337,Control,2026-05-02 07:38:32.188965
USR_002338,Control,2026-05-04 12:04:59.312542
USR_002339,Control,2026-05-06 13:15:45.309420
USR_002340,Control,2026-05-02 01:13:32.924002
USR_002341,Variant,2026-05-05 14:50:05.630711
USR_002342,Control,2026-05-03 06:21:39.734923
USR_002343,Control,2026-05-03 09:19:19.013383
USR_002344,Control,2026-05-05 15:12:07.843200
USR_002345,Variant,2026-05-04 06:27:21.248934
USR_002346,Variant,2026-05-06 16:25:17.735622
USR_002347,Variant,2026-05-02 02:11:39.514644
USR_002348,Control,2026-05-06 12:42:40.713555
USR_002349,Variant,2026-05-01 10:47:29.478025
USR_002350,Control,2026-05-02 08:36:03.786773
USR_002351,Variant,2026-05-05 14:13:59.347332
USR_002352,Variant,2026-05-06 23:37:39.037058
USR_002353,Variant,2026-05-02 18:27:00.638857
USR_002354,Variant,2026-05-03 06:58:05.483205
USR_002355,Variant,2026-05-04 18:14:10.628564
USR_002356,Control,2026-05-02 11:32:39.233365
USR_002357,Variant,2026-05-06 16:16:27.307008
USR_002358,Control,2026-05-06 09:58:15.442899
USR_002359,Variant,2026-05-02 00:24:32.427397
USR_002360,Control,2026-05-04 05:55:24.221803
USR_002361,Control,2026-05-06 10:10:15.833273
USR_002362,Control,2026-05-03 08:40:16.900411
USR_002363,Control,2026-05-05 10:21:43.006380
USR_002364,Control,2026-05-01 08:26:08.895858
USR_002365,Variant,2026-05-05 06:15:34.962368
USR_002366,Control,2026-05-02 01:38:44.522304
USR_002367,Control,2026-05-06 19:32:16.795029
USR_002368,Variant,2026-05-03 11:42:55.835573
USR_002369,Control,2026-05-02 23:18:03.776178
USR_002370,Variant,2026-05-06 21:16:09.653115
USR_002371,Variant,2026-05-01 08:25:27.105154
USR_002372,Variant,2026-05-03 18:37:49.001837
USR_002373,Variant,2026-05-03 14:09:38.141340
USR_002374,Control,2026-05-02 23:50:47.266346
USR_002375,Variant,2026-05-07 09:10:29.019994
USR_002376,Control,2026-05-06 06:09:21.492399
USR_002377,Control,2026-05-01 10:44:20.729703
USR_002378,Variant,2026-05-06 00:04:02.969418
USR_002379,Control,2026-05-04 16:35:10.515716
USR_002380,Variant,2026-05-07 07:20:44.902534
USR_002381,Variant,2026-05-03 04:34:29.509372
USR_002382,Variant,2026-05-05 00:27:33.177364
USR_002383,Variant,2026-05-04 12:07:36.790163
USR_002384,Control,2026-05-04 10:14:46.436086
USR_002385,Control,2026-05-04 04:37:32.545628
USR_002386,Variant,2026-05-02 10:32:44.706802
USR_002387,Control,2026-05-06 06:57:33.361123
USR_002388,Variant,2026-05-04 03:49:28.032601
USR_002389,Variant,2026-05-07 17:01:50.643122
USR_002390,Variant,2026-05-02 19:48:56.936766
USR_002391,Control,2026-05-05 18:42:03.474206
USR_002392,Control,2026-05-07 14:02:25.689766
USR_002393,Control,2026-05-05 15:27:39.593760
USR_002394,Control,2026-05-07 02:22:25.854527
USR_002395,Variant,2026-05-06 19:01:00.484461
USR_002396,Control,2026-05-03 12:29:59.194328
USR_002397,Control,2026-05-05 04:49:14.958875
USR_002398,Control,2026-05-02 02:15:06.858318
USR_002399,Variant,2026-05-04 17:58:06.053854
USR_002400,Variant,2026-05-02 14:42:39.208553
USR_002401,Control,2026-05-06 04:56:52.025683
USR_002402,Control,2026-05-04 16:42:49.733560
USR_002403,Control,2026-05-03 21:05:10.308920
USR_002404,Control,2026-05-02 21:09:28.483762
USR_002405,Variant,2026-05-07 23:46:52.841818
USR_002406,Variant,2026-05-01 12:02:50.523031
USR_002407,Control,2026-05-01 07:19:05.499610
USR_002408,Control,2026-05-02 12:29:57.275819
USR_002409,Variant,2026-05-07 19:08:24.622978
USR_002410,Control,2026-05-07 20:30:43.244200
USR_002411,Variant,2026-05-05 14:01:40.293990
USR_002412,Control,2026-05-07 03:51:28.512326
USR_002413,Control,2026-05-02 11:56:44.054813
USR_002414,Control,2026-05-07 19:18:11.058558
USR_002415,Variant,2026-05-01 23:59:16.277364
USR_002416,Variant,2026-05-01 16:59:20.513812
USR_002417,Control,2026-05-01 18:51:05.538937
USR_002418,Control,2026-05-05 00:17:07.767995
USR_002419,Control,2026-05-06 11:12:13.317554
USR_002420,Control,2026-05-03 13:36:00.309179
USR_002421,Control,2026-05-07 20:17:11.493413
USR_002422,Control,2026-05-04 00:58:57.299534
USR_002423,Variant,2026-05-02 01:16:31.283508
USR_002424,Control,2026-05-04 06:16:56.689303
USR_002425,Control,2026-05-05 18:04:41.677647
USR_002426,Variant,2026-05-06 19:48:50.152049
USR_002427,Control,2026-05-04 05:04:23.061766
USR_002428,Variant,2026-05-05 03:43:33.408395
USR_002429,Control,2026-05-02 20:54:50.081914
USR_002430,Variant,2026-05-05 12:30:50.315170
USR_002431,Variant,2026-05-07 21:38:35.831701
USR_002432,Variant,2026-05-01 08:14:27.600701
USR_002433,Variant,2026-05-07 04:56:13.749642
USR_002434,Control,2026-05-04 22:27:48.457674
USR_002435,Variant,2026-05-02 18:21:09.269303
USR_002436,Control,2026-05-07 16:25:17.296614
USR_002437,Control,2026-05-04 09:12:12.682490
USR_002438,Control,2026-05-03 07:43:26.264212
USR_002439,Variant,2026-05-02 06:29:29.765578
USR_002440,Control,2026-05-02 17:04:04.696763
USR_002441,Variant,2026-05-06 19:55:07.100355
USR_002442,Variant,2026-05-05 07:13:15.173635
USR_002443,Variant,2026-05-07 09:25:30.950667
USR_002444,Variant,2026-05-02 14:58:14.519865
USR_002445,Control,2026-05-01 20:21:04.609464
USR_002446,Control,2026-05-01 01:01:21.738734
USR_002447,Control,2026-05-04 13:19:14.960350
USR_002448,Control,2026-05-07 23:42:56.031495
USR_002449,Control,2026-05-05 20:45:14.994582
USR_002450,Control,2026-05-03 03:48:37.049221
USR_002451,Control,2026-05-07 03:18:44.071014
USR_002452,Variant,2026-05-06 11:19:45.626470
USR_002453,Variant,2026-05-01 02:35:23.092443
USR_002454,Control,2026-05-06 17:13:57.218631
USR_002455,Variant,2026-05-03 02:29:18.582778
USR_002456,Control,2026-05-02 01:08:42.511380
USR_002457,Control,2026-05-02 14:01:24.891873
USR_002458,Variant,2026-05-04 06:43:17.065686
USR_002459,Control,2026-05-03 23:22:40.122291
USR_002460,Control,2026-05-03 00:31:59.038662
USR_002461,Variant,2026-05-02 04:55:57.641271
USR_002462,Variant,2026-05-06 08:03:17.181576
USR_002463,Variant,2026-05-07 22:20:18.397203
USR_002464,Variant,2026-05-06 10:40:08.347838
USR_002465,Variant,2026-05-03 01:43:02.678048
USR_002466,Control,2026-05-02 17:07:40.459862
USR_002467,Control,2026-05-02 12:34:04.321845
USR_002468,Control,2026-05-01 22:57:53.181051
USR_002469,Control,2026-05-04 20:37:24.716454
USR_002470,Variant,2026-05-05 05:42:26.144957
USR_002471,Control,2026-05-05 22:31:28.009169
USR_002472,Variant,2026-05-05 18:16:33.046741
USR_002473,Variant,2026-05-03 01:06:43.186664
USR_002474,Variant,2026-05-03 07:29:32.096064
USR_002475,Variant,2026-05-05 18:29:39.991036
USR_002476,Variant,2026-05-03 10:42:25.933146
USR_002477,Control,2026-05-02 11:43:14.505082
USR_002478,Variant,2026-05-03 14:53:18.505756
USR_002479,Control,2026-05-02 21:42:36.498503
USR_002480,Variant,2026-05-01 14:50:11.533793
USR_002481,Control,2026-05-06 19:27:48.008097
USR_002482,Variant,2026-05-06 23:19:21.768162
USR_002483,Variant,2026-05-02 12:55:04.981541
USR_002484,Control,2026-05-01 10:52:54.226273
USR_002485,Control,2026-05-06 04:07:22.834110
USR_002486,Variant,2026-05-02 11:32:12.512922
USR_002487,Control,2026-05-03 18:05:49.784011
USR_002488,Variant,2026-05-01 10:46:29.000553
USR_002489,Variant,2026-05-02 14:00:47.844862
USR_002490,Control,2026-05-06 13:12:27.297934
USR_002491,Control,2026-05-06 15:08:18.971094
USR_002492,Control,2026-05-02 10:47:24.902092
USR_002493,Variant,2026-05-03 08:26:00.693521
USR_002494,Control,2026-05-01 22:33:07.395868
USR_002495,Variant,2026-05-01 12:27:39.606796
USR_002496,Control,2026-05-07 22:41:05.452898
USR_002497,Variant,2026-05-05 14:08:23.221713
USR_002498,Variant,2026-05-04 19:04:19.968763
USR_002499,Variant,2026-05-06 08:36:13.493045
USR_002500,Control,2026-05-06 21:07:58.666179
USR_002501,Variant,2026-05-06 15:31:41.091713
USR_002502,Variant,2026-05-01 02:46:43.058931
USR_002503,Variant,2026-05-02 07:23:01.416826
USR_002504,Variant,2026-05-05 14:01:26.726721
USR_002505,Control,2026-05-03 15:07:39.253552
USR_002506,Control,2026-05-07 21:03:25.507362
USR_002507,Variant,2026-05-05 15:47:16.818588
USR_002508,Control,2026-05-07 16:42:00.779999
USR_002509,Variant,2026-05-02 09:50:34.832099
USR_002510,Variant,2026-05-07 01:08:41.210604
USR_002511,Control,2026-05-03 05:59:13.874557
USR_002512,Variant,2026-05-07 22:14:48.796022
USR_002513,Control,2026-05-02 02:29:30.108870
USR_002514,Variant,2026-05-04 14:44:42.322433
USR_002515,Variant,2026-05-06 13:11:52.374065
USR_002516,Variant,2026-05-04 00:41:02.172269
USR_002517,Control,2026-05-04 06:38:17.239601
USR_002518,Control,2026-05-07 21:42:27.985122
USR_002519,Variant,2026-05-03 23:27:06.369302
USR_002520,Variant,2026-05-05 05:29:02.806442
USR_002521,Variant,2026-05-01 09:09:45.586776
USR_002522,Control,2026-05-06 21:29:28.656511
USR_002523,Control,2026-05-05 12:53:32.036023
USR_002524,Control,2026-05-03 19:52:31.358211
USR_002525,Variant,2026-05-01 02:42:59.337764
USR_002526,Control,2026-05-05 03:24:01.302695
USR_002527,Control,2026-05-01 02:07:35.454667
USR_002528,Variant,2026-05-01 00:12:07.945692
USR_002529,Control,2026-05-05 07:30:16.410388
USR_002530,Variant,2026-05-02 07:45:17.522324
USR_002531,Variant,2026-05-02 08:14:13.590070
USR_002532,Variant,2026-05-05 13:44:58.643016
USR_002533,Control,2026-05-01 09:01:16.059266
USR_002534,Control,2026-05-03 04:39:07.683580
USR_002535,Variant,2026-05-02 01:06:16.414415
USR_002536,Variant,2026-05-05 01:28:10.668453
USR_002537,Variant,2026-05-05 15:10:35.565579
USR_002538,Control,2026-05-06 01:09:02.964257
USR_002539,Variant,2026-05-02 18:52:43.839992
USR_002540,Variant,2026-05-01 14:59:38.249790
USR_002541,Variant,2026-05-01 13:13:07.875718
USR_002542,Variant,2026-05-03 23:35:36.456503
USR_002543,Variant,2026-05-07 14:54:06.698601
USR_002544,Variant,2026-05-02 12:34:42.519913
USR_002545,Control,2026-05-02 19:07:57.320491
USR_002546,Control,2026-05-01 16:56:57.547514
USR_002547,Control,2026-05-05 05:44:08.901651
USR_002548,Control,2026-05-05 18:13:07.114163
USR_002549,Control,2026-05-05 12:00:44.794696
USR_002550,Control,2026-05-07 00:40:11.570993
USR_002551,Control,2026-05-04 09:43:10.345024
USR_002552,Control,2026-05-01 22:35:19.618256
USR_002553,Variant,2026-05-03 00:37:12.223050
USR_002554,Variant,2026-05-05 15:17:17.647925
USR_002555,Control,2026-05-05 07:00:16.169719
USR_002556,Variant,2026-05-04 17:12:30.692869
USR_002557,Variant,2026-05-05 18:44:16.880423
USR_002558,Control,2026-05-05 11:04:53.986306
USR_002559,Control,2026-05-07 04:03:45.293148
USR_002560,Variant,2026-05-05 02:27:02.705099
USR_002561,Variant,2026-05-06 10:48:18.101742
USR_002562,Variant,2026-05-02 17:46:58.087929
USR_002563,Control,2026-05-05 17:56:04.827159
USR_002564,Control,2026-05-07 07:34:07.002798
USR_002565,Control,2026-05-03 16:48:10.911914
USR_002566,Control,2026-05-06 10:53:22.212502
USR_002567,Control,2026-05-06 01:45:52.569363
USR_002568,Control,2026-05-01 10:00:01.443868
USR_002569,Variant,2026-05-05 01:41:36.225661
USR_002570,Variant,2026-05-01 21:52:18.518397
USR_002571,Control,2026-05-07 18:30:34.635365
USR_002572,Variant,2026-05-06 16:18:59.257633
USR_002573,Control,2026-05-01 18:26:00.954994
USR_002574,Control,2026-05-01 20:27:15.608177
USR_002575,Control,2026-05-05 03:52:17.787451
USR_002576,Variant,2026-05-03 09:56:28.972540
USR_002577,Variant,2026-05-01 05:51:51.063567
USR_002578,Variant,2026-05-04 18:59:44.783937
USR_002579,Control,2026-05-03 17:09:28.716290
USR_002580,Variant,2026-05-01 16:58:51.062586
USR_002581,Control,2026-05-06 14:43:21.453236
USR_002582,Variant,2026-05-07 09:43:58.427641
USR_002583,Variant,2026-05-06 07:06:28.011292
USR_002584,Control,2026-05-06 18:10:01.013098
USR_002585,Variant,2026-05-02 12:22:13.495083
USR_002586,Variant,2026-05-02 20:16:48.920716
USR_002587,Control,2026-05-02 11:01:57.456373
USR_002588,Variant,2026-05-06 08:31:50.363290
USR_002589,Control,2026-05-07 15:15:00.249340
USR_002590,Variant,2026-05-06 00:25:43.142633
USR_002591,Variant,2026-05-07 04:05:11.099399
USR_002592,Variant,2026-05-05 11:18:05.212585
USR_002593,Variant,2026-05-03 17:07:36.707858
USR_002594,Variant,2026-05-03 23:31:40.624710
USR_002595,Control,2026-05-01 12:39:14.402175
USR_002596,Variant,2026-05-01 05:17:05.311685
USR_002597,Control,2026-05-05 20:50:23.645414
USR_002598,Control,2026-05-04 01:39:21.793888
USR_002599,Control,2026-05-04 20:46:19.673159
USR_002600,Control,2026-05-04 21:41:13.522562
USR_002601,Variant,2026-05-02 22:35:56.891904
USR_002602,Control,2026-05-04 07:56:59.790550
USR_002603,Variant,2026-05-04 07:05:15.782065
USR_002604,Control,2026-05-03 17:15:20.783399
USR_002605,Control,2026-05-06 17:52:24.471881
USR_002606,Variant,2026-05-04 03:47:43.989430
USR_002607,Control,2026-05-05 05:24:44.208421
USR_002608,Control,2026-05-07 06:26:50.568806
USR_002609,Variant,2026-05-07 01:31:38.095105
USR_002610,Control,2026-05-07 05:35:27.348846
USR_002611,Variant,2026-05-02 21:21:39.021862
USR_002612,Control,2026-05-01 05:52:37.408929
USR_002613,Control,2026-05-02 19:51:33.200577
USR_002614,Variant,2026-05-02 22:49:22.202631
USR_002615,Control,2026-05-07 08:46:21.125603
USR_002616,Control,2026-05-05 13:04:22.004820
USR_002617,Control,2026-05-01 13:43:34.554767
USR_002618,Control,2026-05-01 22:44:36.974868
USR_002619,Variant,2026-05-02 02:09:12.920728
USR_002620,Control,2026-05-05 09:54:39.073293
USR_002621,Variant,2026-05-06 03:32:58.402627
USR_002622,Variant,2026-05-07 00:25:12.637110
USR_002623,Control,2026-05-07 14:01:36.985928
USR_002624,Variant,2026-05-02 09:53:10.916307
USR_002625,Control,2026-05-03 04:02:30.398761
USR_002626,Variant,2026-05-02 16:22:27.278274
USR_002627,Control,2026-05-03 12:16:18.996004
USR_002628,Variant,2026-05-07 09:39:49.456970
USR_002629,Control,2026-05-05 00:37:08.080485
USR_002630,Control,2026-05-06 04:00:58.459502
USR_002631,Variant,2026-05-04 10:20:24.114009
USR_002632,Variant,2026-05-01 04:50:53.265986
USR_002633,Control,2026-05-01 10:47:05.429931
USR_002634,Control,2026-05-04 18:22:15.849311
USR_002635,Variant,2026-05-06 00:45:23.608259
USR_002636,Variant,2026-05-02 12:10:31.903049
USR_002637,Variant,2026-05-06 01:16:50.910351
USR_002638,Variant,2026-05-06 16:11:30.659803
USR_002639,Variant,2026-05-03 21:11:55.594913
USR_002640,Variant,2026-05-06 05:23:54.352024
USR_002641,Control,2026-05-03 19:52:37.313959
USR_002642,Control,2026-05-05 17:57:46.460694
USR_002643,Variant,2026-05-06 08:21:05.415428
USR_002644,Variant,2026-05-07 22:38:37.218753
USR_002645,Control,2026-05-03 10:01:35.901216
USR_002646,Control,2026-05-03 21:03:17.464092
USR_002647,Variant,2026-05-02 03:49:27.011931
USR_002648,Variant,2026-05-02 10:17:03.385721
USR_002649,Control,2026-05-05 20:29:25.297571
USR_002650,Control,2026-05-07 10:03:49.172925
USR_002651,Control,2026-05-03 18:17:37.074765
USR_002652,Control,2026-05-02 06:12:49.921446
USR_002653,Control,2026-05-02 23:53:48.177227
USR_002654,Control,2026-05-04 04:26:55.271068
USR_002655,Variant,2026-05-03 00:49:45.319200
USR_002656,Control,2026-05-02 15:14:28.629472
USR_002657,Variant,2026-05-06 03:38:43.418800
USR_002658,Variant,2026-05-01 01:19:04.608366
USR_002659,Control,2026-05-04 18:35:26.622933
USR_002660,Variant,2026-05-06 13:21:10.164892
USR_002661,Control,2026-05-02 20:43:34.867565
USR_002662,Variant,2026-05-05 05:21:10.705618
USR_002663,Control,2026-05-05 16:22:30.783878
USR_002664,Variant,2026-05-05 14:02:38.936386
USR_002665,Variant,2026-05-04 02:54:09.858763
USR_002666,Control,2026-05-03 10:13:30.367067
USR_002667,Control,2026-05-06 20:26:06.879367
USR_002668,Variant,2026-05-06 07:25:08.114794
USR_002669,Variant,2026-05-03 05:58:15.128881
USR_002670,Control,2026-05-01 17:18:26.008799
USR_002671,Variant,2026-05-01 12:03:49.203485
USR_002672,Control,2026-05-01 15:50:18.111433
USR_002673,Variant,2026-05-05 01:55:19.389649
USR_002674,Control,2026-05-01 08:40:45.283941
USR_002675,Variant,2026-05-03 08:36:13.373978
USR_002676,Control,2026-05-06 06:32:15.179718
USR_002677,Control,2026-05-03 01:27:01.771109
USR_002678,Control,2026-05-06 08:14:08.725079
USR_002679,Control,2026-05-06 05:14:18.464708
USR_002680,Variant,2026-05-02 17:17:56.249817
